part_of_speech,gloss,target_child_age,corpus_name,speaker_role,age,role,reduplicationmaybespace,reduplication
n,铁甲小宝 铁甲小宝,36.00073923489189,Zhou2,Target_Child,36,child,铁甲小宝 铁甲小宝,铁甲小宝铁甲小宝
NA,yyy,42.0008624407072,Zhou2,Target_Child,42,child,yy,yy
pro cl v:cop num cl n,这 个 是 是 一 本 书,36.00073923489189,Zhou2,Target_Child,36,child,是 是,是是
n prep n post v pro:wh,毛毛 在 草地 上 干 什么,36.00073923489189,Zhou2,Mother,36,adult,毛毛,毛毛
adj n v prep,小 花 躺 在 xxx,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
pro v n,他们 刷刷 牙,36.00073923489189,Zhou2,Mother,36,adult,刷刷,刷刷
num adv n v n adj neg tag,四 只 皮皮鼠 洗洗 脸 对 不 对,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
pro adv v num cl pro v,你 再 拿 一 个 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v pro adv quant n pro adv v asp adv,你 看 你 这么 多 工具 你 才 用 了 一点点,42.0008624407072,Zhou2,Mother,42,adult,点点,点点
v,画画,42.0008624407072,Zhou2,Target_Child,42,child,画画,画画
co,嗯 嗯,42.0008624407072,Zhou2,Mother,42,adult,嗯 嗯,嗯嗯
v,呃 画画,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
v pro v,让 我 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
v:aux adv:wh v v:resc,想想 怎么 打 开,42.0008624407072,Zhou2,Mother,42,adult,想想,想想
v v nom n pro v:resc sfp,画画 用 的 水彩笔 你 懂 吧,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
adv adj asp,yyy 多 高兴 了,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
n v v:resc asp n v v:dirc n v asp asp,皮皮鼠 听 完 了 故事 闭 上 眼睛 睡 着 了,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
co pro v pro pro adv v:aux v sfp,那 你 告诉 我 你 还 想 画画 啊,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
n adj tag,春天 真真正正 好,42.0008624407072,Zhou2,Target_Child,42,child,真真,真真
pro v post v pro:wh neg adj nom,你 看看 里面 有 什么 不 一样 的,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v n v n,这 叫 皮皮鼠 吃 跳跳糖,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
n post nom n adv prep pro poss n post v asp v,沼泽地 里 的 居民们 纷纷 从 各自 的 家 里 钻 了 出来,36.00073923489189,Zhou2,Mother,36,adult,纷纷,纷纷
adv prep pro v,天天 给 我 讲,42.0008624407072,Zhou2,Mother,42,adult,天天,天天
n v n,皮皮鼠 吃 跳跳糖,36.00073923489189,Zhou2,Target_Child,36,child,皮皮,皮皮
pro adv v v prep pro v,你 都 拿 出来 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
n,yyy 苹果,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
pro neg v:cop adv v:aux n v sfp,你 不 是 一直 要 彩笔 画画 吗,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
pro cl n adj tag,这 个 这 个 天气 真真正正 好,42.0008624407072,Zhou2,Target_Child,42,child,真真,真真
v v v,试 试 看,42.0008624407072,Zhou2,Mother,42,adult,试 试,试试
pro v:dirc v,我 来 找找,42.0008624407072,Zhou2,Target_Child,42,child,找找,找找
v sfp,画画 啊,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
v v:resc n pro on n v asp asp,听 完 故事 他们 呼噜噜 地 睡 着 了,36.00073923489189,Zhou2,Mother,36,adult,噜噜,噜噜
neg v:cop n sfp,yyy 不 是 种子 吗,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
prep post adv num cl num cl v tag,把 底下 这样 一 排 一 排 排排 好,42.0008624407072,Zhou2,Mother,42,adult,排 排,排排
n post cleft adj n adv prep n v v v:dirc v n asp,沼泽地 里 的 小 动物 都 从 家里 钻 出来 来 修 房子 了,36.00073923489189,Zhou2,Mother,36,adult,来 来,来来
pro v v prep pro v,你 画 圆的 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v v prep pro v,拿 出来 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v v,yyy 拱 动,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
on,叭 叭,36.00073923489189,Zhou2,Target_Child,36,child,叭 叭,叭叭
pro v:dirc v v,我们 来 扔扔 试试,42.0008624407072,Zhou2,Mother,42,adult,扔扔,扔扔
co co,嘿 嘿,42.0008624407072,Zhou2,Mother,42,adult,嘿 嘿,嘿嘿
v cl pro v adj adj n nom prep pro v,画 个 你 画 大 红 颜色 的 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
n:name poss,小小 的,42.0008624407072,Zhou2,Target_Child,42,child,小小,小小
v v,画 画,36.00073923489189,Zhou2,Target_Child,36,child,画 画,画画
num cl adj n n num cl adj n n,一 个 小 灯 灯 两 个 小 灯 灯,36.00073923489189,Zhou2,Target_Child,36,child,灯 灯,灯灯
adj n,轻轻 地,42.0008624407072,Zhou2,Mother,42,adult,轻轻,轻轻
n:name poss,小小 的,42.0008624407072,Zhou2,Mother,42,adult,小小,小小
n n v prep n adv v asp,噼噼啪啪 地 乱跳 把 床 都 翻翻 了,36.00073923489189,Zhou2,Mother,36,adult,噼噼,噼噼
conj pro cl adj n adv adv v n neg neg neg,可是 那 株 幼 苗 却 连连 摆 手 不 不 不,42.0008624407072,Zhou2,Mother,42,adult,连连,连连
adv cleft,方方 的,42.0008624407072,Zhou2,Mother,42,adult,方方,方方
adv cleft,方方 的,42.0008624407072,Zhou2,Target_Child,42,child,方方,方方
pro v:aux v pro n,我 要 看看 它 房子,36.00073923489189,Zhou2,Target_Child,36,child,看看,看看
n v v n n v n,yyy 莲子 饶 有 兴趣 地 说 蟋蟀,42.0008624407072,Zhou2,Mother,42,adult,yy,yy
v adv tag,摆 好 好吧,36.00073923489189,Zhou2,Mother,36,adult,好 好,好好
on,嘿嘿嘿,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
pro adv v nom co n sfp,你 刚刚 拿 的 那个 球 呢,42.0008624407072,Zhou2,Mother,42,adult,刚刚,刚刚
n n:relat,鼠 宝宝,36.00073923489189,Zhou2,Mother,36,adult,宝宝,宝宝
n adj asp pro num adv n n:relat sfp v asp,天 黑 了 这 四 只 鼠 宝宝 呢 打哈欠 了,36.00073923489189,Zhou2,Mother,36,adult,宝宝,宝宝
n,球 球,42.0008624407072,Zhou2,Mother,42,adult,球 球,球球
v cl adj n,画 画 个 小 气球,42.0008624407072,Zhou2,Mother,42,adult,画 画,画画
adv,天天,42.0008624407072,Zhou2,Mother,42,adult,天天,天天
v,拍拍,42.0008624407072,Zhou2,Target_Child,42,child,拍拍,拍拍
v,拍拍,42.0008624407072,Zhou2,Mother,42,adult,拍拍,拍拍
pro v:aux v,我 要 拿 xxx,36.00073923489189,Zhou2,Target_Child,36,child,xx,xx
pro v:cop adj n sfp,这 这 是 大 蛇 吧,36.00073923489189,Zhou2,Target_Child,36,child,这 这,这这
pro adv v prep pro v,你 再 找 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v tag,摆摆 好,36.00073923489189,Zhou2,Mother,36,adult,摆摆,摆摆
v v,画 画,42.0008624407072,Zhou2,Mother,42,adult,画 画,画画
num adv n v asp v cpt on n v v v:resc asp n poss post,一 只 皮皮鼠 听见 了 吓 得 呼噜噜 滚 下来 跌 到 了 床 的 下面,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
co,呦呦,42.0008624407072,Zhou2,Mother,42,adult,呦呦,呦呦
phon,哒哒哒哒,42.0008624407072,Zhou2,Target_Child,42,child,哒哒哒哒,哒哒哒哒
adv:wh v:aux v:cop adv sfp,怎么 会 是 这么 xxx 啊,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
n v v nom,水彩笔 画画 用 的,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
pro adv v v,我们 再 找找 看,42.0008624407072,Zhou2,Mother,42,adult,找找,找找
prep v n,在 吃 泡泡糖,36.00073923489189,Zhou2,Target_Child,36,child,泡泡,泡泡
adv v n sfp,在 吃 泡泡糖 吗,36.00073923489189,Zhou2,Mother,36,adult,泡泡,泡泡
v,倒 倒,42.0008624407072,Zhou2,Target_Child,42,child,倒 倒,倒倒
pro v,你 看看,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
pro v pro cl,我 看看 这 个,42.0008624407072,Zhou2,Target_Child,42,child,看看,看看
prep pro v,给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
neg adj nom adv n v num cl prep pro v,不 一样 的 每 样 拿 一 个 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
adv v v,再 找 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
co,嘿嘿,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
v v,坐 坐 下来,42.0008624407072,Zhou2,Mother,42,adult,坐 坐,坐坐
co neg v nom n v:aux prep pro v adv sfp,哎 不 玩 的 玩具 要 把 它 收收 好 哦,36.00073923489189,Zhou2,Mother,36,adult,收收,收收
v:aux v n adj neg tag,要 刷刷 牙 对 不 对,36.00073923489189,Zhou2,Mother,36,adult,刷刷,刷刷
pro v:dirc v pro post v pro:wh adj nom sfp,我们 来 看看 这 里面 有 什么 好玩 的 哦,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
adv v:aux v n,还 要 洗洗 脸,36.00073923489189,Zhou2,Target_Child,36,child,洗洗,洗洗
co adv v:aux v n,哎 还 要 洗洗 脸,36.00073923489189,Zhou2,Mother,36,adult,洗洗,洗洗
adv v adv:wh cl prep pro v,再 找 几 个 给 我 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v pro post v pro:wh,看看 这 里面 有 什么,36.00073923489189,Zhou2,Target_Child,36,child,看看,看看
pro v,我们 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro pro,它 它,42.0008624407072,Zhou2,Target_Child,42,child,它 它,它它
pro v n,那 换 换 颜色,36.00073923489189,Zhou2,Mother,36,adult,换 换,换换
n v n,皮皮鼠 吃 跳跳糖,42.0008624407072,Zhou2,Mother,42,adult,皮皮,皮皮
v asp n post pro v cpt adv adj v:cop n,吃 过 跳跳糖 后 它 跳 得 很 高 是 不是,42.0008624407072,Zhou2,Mother,42,adult,跳跳,跳跳
v:resc,开开,42.0008624407072,Zhou2,Mother,42,adult,开开,开开
prep n v:resc,把 盖子 开开,42.0008624407072,Zhou2,Mother,42,adult,开开,开开
pro v:dirc prep pro v tag,我 来 把 它 摆摆 好,42.0008624407072,Zhou2,Mother,42,adult,摆摆,摆摆
adv sfp num adv n v v:dirc asp n,然后 呢 四 只 皮皮鼠 闭 上 了 眼睛,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
n:relat adv v v poss adj n,宝宝 最 喜欢 玩 的 小 球,36.00073923489189,Zhou2,Mother,36,adult,宝宝,宝宝
pro v n prep pro v adv neg adj sfp,你 画 东西 给 我 看看 好 不 好 啊,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
post post,上面 上面,42.0008624407072,Zhou2,Mother,42,adult,上面 上面,上面上面
v n,拿 右手 右手,36.00073923489189,Zhou2,Mother,36,adult,右手 右手,右手右手
adj n n v adj v,老 蚯蚓 左 瞧瞧 右 看看,36.00073923489189,Zhou2,Mother,36,adult,瞧瞧,瞧瞧
n,接龙 接龙,42.0008624407072,Zhou2,Mother,42,adult,接龙 接龙,接龙接龙
n:relat adv adj,宝宝 真 聪明,36.00073923489189,Zhou2,Mother,36,adult,宝宝,宝宝
adv adv v:cop num cl pro:wh n sfp,也许 也许 是 一 粒 什么 种子 吧,36.00073923489189,Zhou2,Mother,36,adult,也许 也许,也许也许
v poss num cl n,剩下 的 三 个 皮皮鼠,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
co,嘿嘿,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
n:relat pro v adj n,宝宝 你 搭 小 猴,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
co pro adv v cl n sfp,那 你 再 画 画 个 房子 吧,36.00073923489189,Zhou2,Mother,36,adult,画 画,画画
conj v asp n prep n post v sfp v sfp v sfp,因为 吃 了 跳跳糖 在 床 上 蹦 啊 跳 啊 颠 啊,36.00073923489189,Zhou2,Mother,36,adult,跳跳,跳跳
neg v neg v adj v adj neg tag,别 吵 别 吵 好好 睡觉 对 不 对,36.00073923489189,Zhou2,Mother,36,adult,好好,好好
v v:aux neg v:aux v pro v adj,看看 能 不 能 让 他 站 好,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v v,画 画,36.00073923489189,Zhou2,Target_Child,36,child,画 画,画画
n adv:wh v n nom,房子 怎么 怎么 盖 房子 的,36.00073923489189,Zhou2,Mother,36,adult,怎么 怎么,怎么怎么
co v v,哦 画 画,36.00073923489189,Zhou2,Mother,36,adult,画 画,画画
tag,对 对,42.0008624407072,Zhou2,Mother,42,adult,对 对,对对
adv v v nom n post adv pro:wh,再 看看 剩下 的 盒子 里 还有 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v,盖 盖,36.00073923489189,Zhou2,Target_Child,36,child,盖 盖,盖盖
post num n,下面 一 点点,42.0008624407072,Zhou2,Mother,42,adult,点点,点点
co v asp,嘿嘿 变 了,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
post num n tag,下面 一 点点 是吧,42.0008624407072,Zhou2,Mother,42,adult,点点,点点
v,嘟嘟,36.00073923489189,Zhou2,Target_Child,36,child,嘟嘟,嘟嘟
adv v prep pro v sfp,再 找 给 我 看看 呢,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v:aux v sfp,你 想 画画 吗,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
v,画画,42.0008624407072,Zhou2,Target_Child,42,child,画画,画画
co v,来 画画,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
pro v pro adv neg adj v n adv v n,你 看 你 平时 不 好好 学习 饭 只 吃 一半,36.00073923489189,Zhou2,Mother,36,adult,好好,好好
pro v:dirc v,我 来 看看,42.0008624407072,Zhou2,Target_Child,42,child,看看,看看
v,画画,42.0008624407072,Zhou2,Target_Child,42,child,画画,画画
n,蹦蹦糖,36.00073923489189,Zhou2,Target_Child,36,child,蹦蹦,蹦蹦
pro v:aux v,我 要 画画,42.0008624407072,Zhou2,Target_Child,42,child,画画,画画
pro v pro v:cop pro:wh n sfp,你 看看 这 是 什么 东西 啊,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v:dirc v,我 来 画画,42.0008624407072,Zhou2,Target_Child,42,child,画画,画画
adj nom n post v,白色 的 纸 上 画画,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
prep post co n v v v,把 里面 那个 纸 拿 出来 看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
co,嗯 嗯,42.0008624407072,Zhou2,Mother,42,adult,嗯 嗯,嗯嗯
neg adj v,不 好好 学,36.00073923489189,Zhou2,Mother,36,adult,好好,好好
num adv n adv on v v:resc asp pro:wh sfp,一 只 皮皮鼠 就 嘣 摔 到 了 什么 啊,36.00073923489189,Zhou2,Mother,36,adult,皮皮,皮皮
co adj n,哎 好好 画,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
pro v pro post v neg v sfp,你 看看 那 上面 有 没 有 啊,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v n post adv neg adj,看看 箱子 里 好 不 好,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v,立正 立正,42.0008624407072,Zhou2,Mother,42,adult,立正 立正,立正立正
pro v v neg v pro:wh,你 看看 像 不 像 什么,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
v n post v pro:wh n n:relat,看看 箱子 里 有 什么 玩具 宝宝,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
n v pro v nom n,老师 教 我 画 的 仔仔,42.0008624407072,Zhou2,Target_Child,42,child,仔仔,仔仔
v,看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v:dirc v pro cl post v:cop pro:wh adj n sfp,我 来 看看 这 个 里面 是 什么 好 东西 哦,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
pro neg v:aux v pro v,我 不 要 看 他 他 立正,42.0008624407072,Zhou2,Target_Child,42,child,他 他,他他
adj nom,大大 的,42.0008624407072,Zhou2,Target_Child,42,child,大大,大大
co,呵呵,36.00073923489189,Zhou2,Mother,36,adult,呵呵,呵呵
v tag,摆摆 好 摆摆 好,42.0008624407072,Zhou2,Mother,42,adult,摆摆,摆摆
pro v:cop v nom,这 是 画画 的,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
co,呵呵,42.0008624407072,Zhou2,Mother,42,adult,呵呵,呵呵
v,看看,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
co neg v v nom,嗯 不 看 画画 的,36.00073923489189,Zhou2,Target_Child,36,child,画画,画画
post v adj n:name,这儿 有 小 星星,42.0008624407072,Zhou2,Target_Child,42,child,星星,星星
adv neg prep n,恐怕 不 如 蔚蔚,42.0008624407072,Zhou2,Mother,42,adult,蔚蔚,蔚蔚
v pro v:cop adj n co,看看 这 是 小 蚂蚁 哎,36.00073923489189,Zhou2,Mother,36,adult,看看,看看
v,摆摆,42.0008624407072,Zhou2,Mother,42,adult,摆摆,摆摆
n adv:wh v sfp,眼睛 眼睛 怎么 画 啊,42.0008624407072,Zhou2,Target_Child,42,child,眼睛 眼睛,眼睛眼睛
adv,天天,42.0008624407072,Zhou2,Mother,42,adult,天天,天天
pro v:aux neg v:aux v sfp,你 想 不 想 画画 啊,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
v n sfp,画画 书 啊,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
n,蜡笔 蜡笔,42.0008624407072,Zhou2,Target_Child,42,child,蜡笔 蜡笔,蜡笔蜡笔
n v pro pro v:cop adj n nom sfp,公公 告诉 你 这 是 黑 颜色 的 啊,36.00073923489189,Zhou2,Mother,36,adult,公公,公公
v:aux neg v:aux v sfp,想 不 想 画画 啊,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
co pro v:aux prep post v,嗯 嗯 我 会 往 外 拉,42.0008624407072,Zhou2,Target_Child,42,child,嗯 嗯,嗯嗯
co co,嗯 嗯,42.0008624407072,Zhou2,Mother,42,adult,嗯 嗯,嗯嗯
pro v:aux neg v:aux v sfp,你 想 不 想 画画 啊,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
n,笔 笔,42.0008624407072,Zhou2,Target_Child,42,child,笔 笔,笔笔
n v poss adj neg tag,耳朵 长长 的 对 不 对呀,36.00073923489189,Zhou2,Mother,36,adult,长长,长长
v v nom,画 画 的,42.0008624407072,Zhou2,Target_Child,42,child,画 画,画画
adv:wh adv adj nom,干吗 这么 小心翼翼 的,42.0008624407072,Zhou2,Mother,42,adult,翼翼,翼翼
v v,画 画,42.0008624407072,Zhou2,Mother,42,adult,画 画,画画
co v poss n,嗯 长长 的 耳朵,36.00073923489189,Zhou2,Mother,36,adult,长长,长长
adj v,慢慢 放,42.0008624407072,Zhou2,Mother,42,adult,慢慢,慢慢
pro v:cop n:name sfp,你 是 郭好好 吗,42.0008624407072,Zhou2,Mother,42,adult,好好,好好
adj v,轻轻 放,42.0008624407072,Zhou2,Mother,42,adult,轻轻,轻轻
v poss n,长长 的 耳朵,36.00073923489189,Zhou2,Mother,36,adult,长长,长长
v n,弯弯 手,42.0008624407072,Zhou2,Mother,42,adult,弯弯,弯弯
n v,球 摆摆,36.00073923489189,Zhou2,Mother,36,adult,摆摆,摆摆
adj v,慢慢 放,42.0008624407072,Zhou2,Mother,42,adult,慢慢,慢慢
pro v pro adj v,我 告诉 你 慢慢 放,42.0008624407072,Zhou2,Mother,42,adult,慢慢,慢慢
pro v sfp,我们 画画 哦,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
adv v sfp,先 画画 哦,36.00073923489189,Zhou2,Mother,36,adult,画画,画画
co,嗯 嗯,42.0008624407072,Zhou2,Target_Child,42,child,嗯 嗯,嗯嗯
pro v:aux v,我 要 画画,42.0008624407072,Zhou2,Target_Child,42,child,画画,画画
co adj tag,嗯 对 对,42.0008624407072,Zhou2,Mother,42,adult,对 对,对对
adv,起来 起来,42.0008624407072,Zhou2,Mother,42,adult,起来 起来,起来起来
pro adv conj n n n n:name adv v n adv v n,它 经常 和 蜘蛛 侦探 蝎子 莱莱 一起 同 卡布达 一起 争夺 和平星,36.00073923489189,Zhou2,Mother,36,adult,莱莱,莱莱
v:aux v,想想 看,42.0008624407072,Zhou2,Mother,42,adult,想想,想想
n:relat,宝宝,42.0008624407072,Zhou2,Mother,42,adult,宝宝,宝宝
adv,天天,42.0008624407072,Zhou2,Mother,42,adult,天天,天天
adj n nom,绿 绿 颜色 的,42.0008624407072,Zhou2,Target_Child,42,child,绿 绿,绿绿
v v prep pro v adv neg adj sfp,画 画 给 我 看看 好 不 好 啊,42.0008624407072,Zhou2,Mother,42,adult,画 画,画画
co,嗯 嗯,36.00073923489189,Zhou2,Target_Child,36,child,嗯 嗯,嗯嗯
adv pro v:aux v post sfp,好好 我 要 爬 上面 啊,42.0008624407072,Zhou2,Target_Child,42,child,好好,好好
pro neg v n sfp,这 这 不 符合 要求 啊,42.0008624407072,Zhou2,Mother,42,adult,这 这,这这
co co sfp,那 那个 呢,42.0008624407072,Zhou2,Target_Child,42,child,那 那,那那
adv v v v neg v asp,再 找找 看 有 没 有 了,42.0008624407072,Zhou2,Mother,42,adult,找找,找找
pro cl n poss n v n v n,这 个 故事 的 名字 叫 皮皮鼠 吃 跳跳糖,42.0008624407072,Zhou2,Mother,42,adult,皮皮,皮皮
co,嘿嘿,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
pro v:aux v:dirc v n v:dirc n:name,我 要 去 玩 滑滑梯 去 罗,36.00073923489189,Zhou2,Target_Child,36,child,滑滑,滑滑
v adv neg adj,画画 好 不 好,42.0008624407072,Zhou2,Mother,42,adult,画画,画画
n,滑滑梯,36.00073923489189,Zhou2,Mother,36,adult,滑滑,滑滑
v num v,找 一 找 找 一 找,42.0008624407072,Zhou2,Mother,42,adult,找 找,找找
pro adj n,这 白 兔 xxx,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
n adj asp num adv n v v:dirc asp n,天 黑 了 四 只 皮皮鼠 打 起 了 哈欠,42.0008624407072,Zhou2,Mother,42,adult,皮皮,皮皮
n poss v v neg v asp,方形 的 看看 有 没 有 了,42.0008624407072,Zhou2,Mother,42,adult,看看,看看
pro v,xxx 你 看,42.0008624407072,Zhou2,Target_Child,42,child,xx,xx
v num cl n n adv v,画 一 个 太阳 公公 咪咪 笑,36.00073923489189,Zhou2,Target_Child,36,child,公公,公公
co,嘿嘿,42.0008624407072,Zhou2,Target_Child,42,child,嘿嘿,嘿嘿
n:name,轩轩,42.0008624407072,Zhou2,Mother,42,adult,轩轩,轩轩
