match
 闻 < 起来 > 确实 有些 怪怪 的 ，
 闻 < 起来 > 暖呼呼 的 ，
指闻 < 起来 > 也 是 香香 的 。
 闻 < 起来 > 有 淡淡 的 刺鼻味 。
 闻 < 起来 > 也 香香 的 ，
 闻 < 起来 > 有点 酸酸 的 味道 ，
 闻 < 起来 > 有 荔枝 本身 淡淡 的 香味 ，
